Sexo;Comunidades autónomas;Medidas y percentiles;Periodo;Total
Ambos sexos;Murcia, Región de;Cuartil superior;2012;25.376,92
Ambos sexos;Murcia, Región de;Cuartil superior;2011;25.639,05
Ambos sexos;Murcia, Región de;Cuartil superior;2010;24.931,06
Ambos sexos;Murcia, Región de;Cuartil superior;2009;25.574,89
Ambos sexos;Murcia, Región de;Cuartil superior;2008;22.772,06
Ambos sexos;Murcia, Región de;Percentil 90;2022;43.134,18
Ambos sexos;Murcia, Región de;Percentil 90;2021;40.792,34
Ambos sexos;Murcia, Región de;Percentil 90;2020;40.712,39
Ambos sexos;Murcia, Región de;Percentil 90;2019;39.487,41
Ambos sexos;Murcia, Región de;Percentil 90;2018;38.035,63
Ambos sexos;Murcia, Región de;Percentil 90;2017;37.636,3
Ambos sexos;Murcia, Región de;Percentil 90;2016;38.678,57
Ambos sexos;Murcia, Región de;Percentil 90;2015;37.760,04
Ambos sexos;Murcia, Región de;Percentil 90;2014;37.981,42
Ambos sexos;Murcia, Región de;Percentil 90;2013;37.364,14
Ambos sexos;Murcia, Región de;Percentil 90;2012;37.008,77
Ambos sexos;Murcia, Región de;Percentil 90;2011;37.830,95
Ambos sexos;Murcia, Región de;Percentil 90;2010;37.678,29
Ambos sexos;Murcia, Región de;Percentil 90;2009;37.198,28
Ambos sexos;Murcia, Región de;Percentil 90;2008;32.830,11
Ambos sexos;Navarra, Comunidad Foral de;Media;2022;29.189,52
Ambos sexos;Navarra, Comunidad Foral de;Media;2021;28.459,37
Ambos sexos;Navarra, Comunidad Foral de;Media;2020;27.995,96
Ambos sexos;Navarra, Comunidad Foral de;Media;2019;27.493,93
Ambos sexos;Navarra, Comunidad Foral de;Media;2018;26.364,75
Ambos sexos;Navarra, Comunidad Foral de;Media;2017;26.329,79
Ambos sexos;Navarra, Comunidad Foral de;Media;2016;25.468,38
Ambos sexos;Navarra, Comunidad Foral de;Media;2015;24.863,98
Ambos sexos;Navarra, Comunidad Foral de;Media;2014;24.700,78
Ambos sexos;Navarra, Comunidad Foral de;Media;2013;23.836,93
Ambos sexos;Navarra, Comunidad Foral de;Media;2012;23.784,38
Ambos sexos;Navarra, Comunidad Foral de;Media;2011;24.384,92
Ambos sexos;Navarra, Comunidad Foral de;Media;2010;23.824,88
Ambos sexos;Navarra, Comunidad Foral de;Media;2009;23.657,71
Ambos sexos;Navarra, Comunidad Foral de;Media;2008;23.342,74
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2022;11.415,73
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2021;11.359,48
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2020;10.536,13
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2019;10.070,98
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2018;10.548,78
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2017;10.059,23
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2016;9.390,12
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2015;8.720,64
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2014;9.363,55
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2013;8.114,18
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2012;8.228,46
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2011;8.950,65
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2010;9.104,65
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2009;8.553,84
Ambos sexos;Navarra, Comunidad Foral de;Percentil 10;2008;9.036,69
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2022;19.042,79
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2021;18.302,83
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2020;17.908,53
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2019;17.770,64
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2018;17.607,97
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2017;16.530,41
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2016;15.700,74
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2015;15.145,36
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2014;15.725,64
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2013;14.543,12
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2012;15.083,7
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2011;15.921,13
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2010;15.233,56
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2009;16.032,66
Ambos sexos;Navarra, Comunidad Foral de;Cuartil inferior;2008;15.445,79
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2022;26.334,35
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2021;25.606,09
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2020;25.211,89
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2019;24.978,02
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2018;23.602,88
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2017;23.450,74
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2016;22.578,2
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2015;22.423,62
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2014;22.258,27
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2013;21.360,9
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2012;21.476,76
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2011;22.511,4
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2010;21.633,28
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2009;21.482,41
Ambos sexos;Navarra, Comunidad Foral de;Mediana;2008;21.369,54
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2022;36.697,01
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2021;35.407,28
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2020;34.937,51
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2019;34.246,11
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2018;33.138,77
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2017;33.107,34
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2016;32.568,29
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2015;31.787,37
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2014;31.237,01
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2013;30.567,15
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2012;30.476,01
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2011;31.098,96
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2010;29.813,77
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2009;30.200,5
Ambos sexos;Navarra, Comunidad Foral de;Cuartil superior;2008;29.766,66
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2022;48.080,54
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2021;47.382,21
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2020;46.609,96
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2019;45.543,34
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2018;43.695,59
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2017;43.798,52
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2016;43.388,32
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2015;42.123,2
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2014;40.996,45
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2013;40.487,47
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2012;39.747,7
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2011;40.218,52
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2010;38.956,76
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2009;38.798,64
Ambos sexos;Navarra, Comunidad Foral de;Percentil 90;2008;37.822,7
Ambos sexos;País Vasco;Media;2022;32.313,73
Ambos sexos;País Vasco;Media;2021;31.063,68
Ambos sexos;País Vasco;Media;2020;30.224,16
Ambos sexos;País Vasco;Media;2019;29.476,21
Ambos sexos;País Vasco;Media;2018;28.470,94
Ambos sexos;País Vasco;Media;2017;28.204,49
Ambos sexos;País Vasco;Media;2016;27.480,71
Ambos sexos;País Vasco;Media;2015;27.571,31
Ambos sexos;País Vasco;Media;2014;27.786,57
Ambos sexos;País Vasco;Media;2013;26.915,07
Ambos sexos;País Vasco;Media;2012;26.535,61
Ambos sexos;País Vasco;Media;2011;26.370,36
Ambos sexos;País Vasco;Media;2010;26.593,7
Ambos sexos;País Vasco;Media;2009;26.162,45
Ambos sexos;País Vasco;Media;2008;25.547,13
Ambos sexos;País Vasco;Percentil 10;2022;12.609,48
Ambos sexos;País Vasco;Percentil 10;2021;12.481,42
Ambos sexos;País Vasco;Percentil 10;2020;11.578,19
Ambos sexos;País Vasco;Percentil 10;2019;10.754,04
Ambos sexos;País Vasco;Percentil 10;2018;9.824,86
Ambos sexos;País Vasco;Percentil 10;2017;10.126,72
Ambos sexos;País Vasco;Percentil 10;2016;9.549,97
Ambos sexos;País Vasco;Percentil 10;2015;9.876
Ambos sexos;País Vasco;Percentil 10;2014;9.087,11
Ambos sexos;País Vasco;Percentil 10;2013;9.397,69
Ambos sexos;País Vasco;Percentil 10;2012;9.057,48
Ambos sexos;País Vasco;Percentil 10;2011;9.596,42
Ambos sexos;País Vasco;Percentil 10;2010;9.725,86
Ambos sexos;País Vasco;Percentil 10;2009;10.248,5
Ambos sexos;País Vasco;Percentil 10;2008;9.996
Ambos sexos;País Vasco;Cuartil inferior;2022;19.177
Ambos sexos;País Vasco;Cuartil inferior;2021;19.000,72
Ambos sexos;País Vasco;Cuartil inferior;2020;18.460,05
Ambos sexos;País Vasco;Cuartil inferior;2019;17.686
Ambos sexos;País Vasco;Cuartil inferior;2018;16.813,31
Ambos sexos;País Vasco;Cuartil inferior;2017;16.997
Ambos sexos;País Vasco;Cuartil inferior;2016;16.233,05
Ambos sexos;País Vasco;Cuartil inferior;2015;16.617,8
Ambos sexos;País Vasco;Cuartil inferior;2014;16.780,23
Ambos sexos;País Vasco;Cuartil inferior;2013;15.951,23
Ambos sexos;País Vasco;Cuartil inferior;2012;16.379,11
Ambos sexos;País Vasco;Cuartil inferior;2011;16.552
Ambos sexos;País Vasco;Cuartil inferior;2010;16.544,33
Ambos sexos;País Vasco;Cuartil inferior;2009;16.400,34
Ambos sexos;País Vasco;Cuartil inferior;2008;15.984,69
Ambos sexos;País Vasco;Mediana;2022;28.857,03
Ambos sexos;País Vasco;Mediana;2021;27.884
Ambos sexos;País Vasco;Mediana;2020;26.788,95
Ambos sexos;País Vasco;Mediana;2019;26.104
Ambos sexos;País Vasco;Mediana;2018;25.427,64
Ambos sexos;País Vasco;Mediana;2017;25.584
Ambos sexos;País Vasco;Mediana;2016;24.939
Ambos sexos;País Vasco;Mediana;2015;25.171,7
Ambos sexos;País Vasco;Mediana;2014;25.600,93
Ambos sexos;País Vasco;Mediana;2013;23.728,74
Ambos sexos;País Vasco;Mediana;2012;23.974,14
Ambos sexos;País Vasco;Mediana;2011;24.197,46
Ambos sexos;País Vasco;Mediana;2010;23.799,14
Ambos sexos;País Vasco;Mediana;2009;23.855,99
Ambos sexos;País Vasco;Mediana;2008;23.143,68
Ambos sexos;País Vasco;Cuartil superior;2022;42.369,94
Ambos sexos;País Vasco;Cuartil superior;2021;40.131
Ambos sexos;País Vasco;Cuartil superior;2020;39.366,94
Ambos sexos;País Vasco;Cuartil superior;2019;38.871
Ambos sexos;País Vasco;Cuartil superior;2018;37.658,72
Ambos sexos;País Vasco;Cuartil superior;2017;36.944
Ambos sexos;País Vasco;Cuartil superior;2016;36.137,22
Ambos sexos;País Vasco;Cuartil superior;2015;35.972,97
Ambos sexos;País Vasco;Cuartil superior;2014;36.831,9
Ambos sexos;País Vasco;Cuartil superior;2013;35.099,3
Ambos sexos;País Vasco;Cuartil superior;2012;34.568,08
Ambos sexos;País Vasco;Cuartil superior;2011;34.694
Ambos sexos;País Vasco;Cuartil superior;2010;34.350,63
Ambos sexos;País Vasco;Cuartil superior;2009;34.052,95
Ambos sexos;País Vasco;Cuartil superior;2008;32.833,2
Ambos sexos;País Vasco;Percentil 90;2022;54.446,25
Ambos sexos;País Vasco;Percentil 90;2021;51.493
Ambos sexos;País Vasco;Percentil 90;2020;50.446
Ambos sexos;País Vasco;Percentil 90;2019;49.426
Ambos sexos;País Vasco;Percentil 90;2018;48.542
Ambos sexos;País Vasco;Percentil 90;2017;46.946
Ambos sexos;País Vasco;Percentil 90;2016;46.823
Ambos sexos;País Vasco;Percentil 90;2015;45.838,61
Ambos sexos;País Vasco;Percentil 90;2014;47.126,71
Ambos sexos;País Vasco;Percentil 90;2013;45.945
Ambos sexos;País Vasco;Percentil 90;2012;44.429,25
Ambos sexos;País Vasco;Percentil 90;2011;42.912,74
Ambos sexos;País Vasco;Percentil 90;2010;45.612,02
Ambos sexos;País Vasco;Percentil 90;2009;43.083,24
Ambos sexos;País Vasco;Percentil 90;2008;42.336,35
Ambos sexos;Rioja, La;Media;2022;24.903,38
Ambos sexos;Rioja, La;Media;2021;23.716,88
Ambos sexos;Rioja, La;Media;2020;23.292,63
Ambos sexos;Rioja, La;Media;2019;22.877,13
Ambos sexos;Rioja, La;Media;2018;22.641,17
Ambos sexos;Rioja, La;Media;2017;22.234,21
Ambos sexos;Rioja, La;Media;2016;21.999,02
Ambos sexos;Rioja, La;Media;2015;21.756,79
Ambos sexos;Rioja, La;Media;2014;21.954,1
Ambos sexos;Rioja, La;Media;2013;20.628,81
Ambos sexos;Rioja, La;Media;2012;20.346,24
Ambos sexos;Rioja, La;Media;2011;20.996,76
Ambos sexos;Rioja, La;Media;2010;21.035,86
Ambos sexos;Rioja, La;Media;2009;21.179,93
Ambos sexos;Rioja, La;Media;2008;20.674,16
Ambos sexos;Rioja, La;Percentil 10;2022;9.750,51
Ambos sexos;Rioja, La;Percentil 10;2021;9.764,83
Ambos sexos;Rioja, La;Percentil 10;2020;9.347,79
Ambos sexos;Rioja, La;Percentil 10;2019;8.516,62
Ambos sexos;Rioja, La;Percentil 10;2018;8.801,47
Ambos sexos;Rioja, La;Percentil 10;2017;8.389,56
Ambos sexos;Rioja, La;Percentil 10;2016;8.116,12
Ambos sexos;Rioja, La;Percentil 10;2015;7.519,28
Ambos sexos;Rioja, La;Percentil 10;2014;7.937,79
Ambos sexos;Rioja, La;Percentil 10;2013;7.139,23
Ambos sexos;Rioja, La;Percentil 10;2012;7.539,29
Ambos sexos;Rioja, La;Percentil 10;2011;8.163,78
Ambos sexos;Rioja, La;Percentil 10;2010;8.196,91
Ambos sexos;Rioja, La;Percentil 10;2009;8.803,96
Ambos sexos;Rioja, La;Percentil 10;2008;8.604,54
Ambos sexos;Rioja, La;Cuartil inferior;2022;15.502,44
Ambos sexos;Rioja, La;Cuartil inferior;2021;15.016,92
Ambos sexos;Rioja, La;Cuartil inferior;2020;14.649,98
Ambos sexos;Rioja, La;Cuartil inferior;2019;14.235,4
Ambos sexos;Rioja, La;Cuartil inferior;2018;14.275,96
Ambos sexos;Rioja, La;Cuartil inferior;2017;13.717,73
Ambos sexos;Rioja, La;Cuartil inferior;2016;13.830,08
Ambos sexos;Rioja, La;Cuartil inferior;2015;13.817,14
Ambos sexos;Rioja, La;Cuartil inferior;2014;14.027,8
Ambos sexos;Rioja, La;Cuartil inferior;2013;12.762,86
Ambos sexos;Rioja, La;Cuartil inferior;2012;12.728,06
Ambos sexos;Rioja, La;Cuartil inferior;2011;13.390,08
Ambos sexos;Rioja, La;Cuartil inferior;2010;13.360,5
Ambos sexos;Rioja, La;Cuartil inferior;2009;14.194,56
Ambos sexos;Rioja, La;Cuartil inferior;2008;13.771,38
Ambos sexos;Rioja, La;Mediana;2022;22.041,59
Ambos sexos;Rioja, La;Mediana;2021;20.930,21
Ambos sexos;Rioja, La;Mediana;2020;20.432,36
Ambos sexos;Rioja, La;Mediana;2019;19.944
Ambos sexos;Rioja, La;Mediana;2018;19.995,84
Ambos sexos;Rioja, La;Mediana;2017;19.539,48
Ambos sexos;Rioja, La;Mediana;2016;19.507,74
Ambos sexos;Rioja, La;Mediana;2015;19.136,19
Ambos sexos;Rioja, La;Mediana;2014;19.049,29
Ambos sexos;Rioja, La;Mediana;2013;17.764,74
Ambos sexos;Rioja, La;Mediana;2012;17.897,06
Ambos sexos;Rioja, La;Mediana;2011;18.615,48
Ambos sexos;Rioja, La;Mediana;2010;18.632,33
Ambos sexos;Rioja, La;Mediana;2009;18.562,9
Ambos sexos;Rioja, La;Mediana;2008;17.826,9
Ambos sexos;Rioja, La;Cuartil superior;2022;30.778,45
Ambos sexos;Rioja, La;Cuartil superior;2021;29.041,39
Ambos sexos;Rioja, La;Cuartil superior;2020;28.324,56
Ambos sexos;Rioja, La;Cuartil superior;2019;27.989,54
Ambos sexos;Rioja, La;Cuartil superior;2018;27.740,44
Ambos sexos;Rioja, La;Cuartil superior;2017;27.128,63
Ambos sexos;Rioja, La;Cuartil superior;2016;26.549,41
Ambos sexos;Rioja, La;Cuartil superior;2015;26.421,87
Ambos sexos;Rioja, La;Cuartil superior;2014;27.086,27
Ambos sexos;Rioja, La;Cuartil superior;2013;24.738,01
Ambos sexos;Rioja, La;Cuartil superior;2012;24.831,2
Ambos sexos;Rioja, La;Cuartil superior;2011;25.597,73
Ambos sexos;Rioja, La;Cuartil superior;2010;25.442,22
Ambos sexos;Rioja, La;Cuartil superior;2009;25.283,07
Ambos sexos;Rioja, La;Cuartil superior;2008;24.455,89
Ambos sexos;Rioja, La;Percentil 90;2022;43.292,21
Ambos sexos;Rioja, La;Percentil 90;2021;40.324,79
Ambos sexos;Rioja, La;Percentil 90;2020;40.557,91
Ambos sexos;Rioja, La;Percentil 90;2019;39.682,46
Ambos sexos;Rioja, La;Percentil 90;2018;38.745,96
Ambos sexos;Rioja, La;Percentil 90;2017;38.887,91
Ambos sexos;Rioja, La;Percentil 90;2016;38.403,19
Ambos sexos;Rioja, La;Percentil 90;2015;37.930,89
Ambos sexos;Rioja, La;Percentil 90;2014;38.226,87
Ambos sexos;Rioja, La;Percentil 90;2013;35.744,94
Ambos sexos;Rioja, La;Percentil 90;2012;35.007,44
Ambos sexos;Rioja, La;Percentil 90;2011;35.940,42
Ambos sexos;Rioja, La;Percentil 90;2010;36.600,81
Ambos sexos;Rioja, La;Percentil 90;2009;36.361,38
Ambos sexos;Rioja, La;Percentil 90;2008;35.549,19
Mujeres;Total Nacional;Media;2022;24.359,82
Mujeres;Total Nacional;Media;2021;23.175,95
Mujeres;Total Nacional;Media;2020;22.467,48
Mujeres;Total Nacional;Media;2019;21.682,02
Mujeres;Total Nacional;Media;2018;21.011,89
Mujeres;Total Nacional;Media;2017;20.607,85
Mujeres;Total Nacional;Media;2016;20.131,41
Mujeres;Total Nacional;Media;2015;20.051,58
Mujeres;Total Nacional;Media;2014;19.744,82
Mujeres;Total Nacional;Media;2013;19.514,58
Mujeres;Total Nacional;Media;2012;19.537,33
Mujeres;Total Nacional;Media;2011;19.767,59
Mujeres;Total Nacional;Media;2010;19.735,22
Mujeres;Total Nacional;Media;2009;19.502,02
Mujeres;Total Nacional;Media;2008;18.910,62
Mujeres;Total Nacional;Percentil 10;2022;8.732,51
Mujeres;Total Nacional;Percentil 10;2021;8.329,95
Mujeres;Total Nacional;Percentil 10;2020;7.837,68
Mujeres;Total Nacional;Percentil 10;2019;7.416,44
Mujeres;Total Nacional;Percentil 10;2018;6.958,16
Mujeres;Total Nacional;Percentil 10;2017;7.161,93
Mujeres;Total Nacional;Percentil 10;2016;6.808,88
Mujeres;Total Nacional;Percentil 10;2015;6.630,92
Mujeres;Total Nacional;Percentil 10;2014;6.205,32
Mujeres;Total Nacional;Percentil 10;2013;6.457,78
Mujeres;Total Nacional;Percentil 10;2012;6.750,12
Mujeres;Total Nacional;Percentil 10;2011;6.996,22
Mujeres;Total Nacional;Percentil 10;2010;7.001,27
Mujeres;Total Nacional;Percentil 10;2009;7.027,1
Mujeres;Total Nacional;Percentil 10;2008;7.088,36
Mujeres;Total Nacional;Cuartil inferior;2022;14.094,78
Mujeres;Total Nacional;Cuartil inferior;2021;13.369,98
Mujeres;Total Nacional;Cuartil inferior;2020;12.781,59
Mujeres;Total Nacional;Cuartil inferior;2019;12.403,36
Mujeres;Total Nacional;Cuartil inferior;2018;11.617,31
Mujeres;Total Nacional;Cuartil inferior;2017;11.567,75
Mujeres;Total Nacional;Cuartil inferior;2016;11.129,97
Mujeres;Total Nacional;Cuartil inferior;2015;10.993,54
Mujeres;Total Nacional;Cuartil inferior;2014;10.900,7
Mujeres;Total Nacional;Cuartil inferior;2013;10.801,94
Mujeres;Total Nacional;Cuartil inferior;2012;11.153,94
Mujeres;Total Nacional;Cuartil inferior;2011;11.376,86
Mujeres;Total Nacional;Cuartil inferior;2010;11.462,43
Mujeres;Total Nacional;Cuartil inferior;2009;11.324,09
Mujeres;Total Nacional;Cuartil inferior;2008;11.038,28
Mujeres;Total Nacional;Mediana;2022;20.045,68
Mujeres;Total Nacional;Mediana;2021;19.162,47
Mujeres;Total Nacional;Mediana;2020;18.556,68
Mujeres;Total Nacional;Mediana;2019;17.961,93
Mujeres;Total Nacional;Mediana;2018;17.467,43
Mujeres;Total Nacional;Mediana;2017;17.214,6
Mujeres;Total Nacional;Mediana;2016;16.831,58
Mujeres;Total Nacional;Mediana;2015;16.825,11
Mujeres;Total Nacional;Mediana;2014;16.771,32
Mujeres;Total Nacional;Mediana;2013;16.452,43
Mujeres;Total Nacional;Mediana;2012;16.524,51
Mujeres;Total Nacional;Mediana;2011;16.796,41
Mujeres;Total Nacional;Mediana;2010;16.536,1
Mujeres;Total Nacional;Mediana;2009;16.433,14
Mujeres;Total Nacional;Mediana;2008;15.886,02
Mujeres;Total Nacional;Cuartil superior;2022;30.984,32
Mujeres;Total Nacional;Cuartil superior;2021;29.694,42
Mujeres;Total Nacional;Cuartil superior;2020;28.747,87
Mujeres;Total Nacional;Cuartil superior;2019;27.661,43
Mujeres;Total Nacional;Cuartil superior;2018;26.743,16
Mujeres;Total Nacional;Cuartil superior;2017;26.174,19
Mujeres;Total Nacional;Cuartil superior;2016;25.711,14
Mujeres;Total Nacional;Cuartil superior;2015;25.562,92
Mujeres;Total Nacional;Cuartil superior;2014;25.134,57
Mujeres;Total Nacional;Cuartil superior;2013;24.568,84
Mujeres;Total Nacional;Cuartil superior;2012;24.505,75
Mujeres;Total Nacional;Cuartil superior;2011;25.038,56
Mujeres;Total Nacional;Cuartil superior;2010;24.751,72
Mujeres;Total Nacional;Cuartil superior;2009;24.556,88
Mujeres;Total Nacional;Cuartil superior;2008;23.446,18
Mujeres;Total Nacional;Percentil 90;2022;44.481,68
Mujeres;Total Nacional;Percentil 90;2021;42.182,44
Mujeres;Total Nacional;Percentil 90;2020;41.380,88
Mujeres;Total Nacional;Percentil 90;2019;40.005,75
Mujeres;Total Nacional;Percentil 90;2018;39.104,6
Mujeres;Total Nacional;Percentil 90;2017;37.896,51
Mujeres;Total Nacional;Percentil 90;2016;37.167,95
Mujeres;Total Nacional;Percentil 90;2015;37.098,89
Mujeres;Total Nacional;Percentil 90;2014;36.627,29
Mujeres;Total Nacional;Percentil 90;2013;36.068,77
Mujeres;Total Nacional;Percentil 90;2012;35.506,25
Mujeres;Total Nacional;Percentil 90;2011;35.871,36
Mujeres;Total Nacional;Percentil 90;2010;36.249,13
Mujeres;Total Nacional;Percentil 90;2009;36.009,1
Mujeres;Total Nacional;Percentil 90;2008;34.397,13
Mujeres;Andalucía;Media;2022;21.729,48
Mujeres;Andalucía;Media;2021;20.427,8
Mujeres;Andalucía;Media;2020;19.517,52
Mujeres;Andalucía;Media;2019;19.391,52
Mujeres;Andalucía;Media;2018;18.672,11
Mujeres;Andalucía;Media;2017;18.287,29
Mujeres;Andalucía;Media;2016;18.177,37
Mujeres;Andalucía;Media;2015;18.340,96
Mujeres;Andalucía;Media;2014;17.576,13
